"","gallery_normalized","shape_frequency"
"949","[[-0.07, -0.14], [0.0, -0.14], [0.0, -0.07], [0.0, 0.0], [0.0, 0.07], [0.07, 0.0], [0.07, 0.07], [0.14, -0.14], [0.14, -0.07], [0.14, 0.0]]",1
"950","[[-0.14, 0.07], [-0.14, 0.14], [-0.07, 0.07], [0.0, -0.14], [0.0, -0.07], [0.0, 0.0], [0.0, 0.07], [0.07, 0.07], [0.14, 0.0], [0.14, 0.07]]",1
"951","[[-0.14, 0.14], [-0.07, 0.0], [-0.07, 0.14], [0.0, -0.07], [0.0, 0.0], [0.0, 0.07], [0.0, 0.14], [0.07, 0.0], [0.07, 0.14], [0.14, 0.14]]",1
"952","[[-0.14, -0.07], [-0.07, -0.07], [-0.07, 0.14], [0.0, -0.07], [0.0, 0.0], [0.0, 0.07], [0.0, 0.14], [0.07, -0.07], [0.07, 0.07], [0.14, -0.07]]",1
"953","[[-0.14, 0.14], [-0.07, 0.14], [0.0, -0.07], [0.0, 0.0], [0.0, 0.07], [0.0, 0.14], [0.07, -0.07], [0.07, 0.07], [0.14, -0.07], [0.14, 0.0]]",1
"954","[[-0.14, -0.14], [-0.07, -0.14], [-0.07, -0.07], [-0.07, 0.0], [0.0, -0.14], [0.0, 0.0], [0.07, -0.14], [0.07, -0.07], [0.07, 0.0], [0.14, -0.14]]",3
"955","[[-0.14, 0.0], [-0.07, 0.0], [0.0, 0.0], [0.07, 0.0], [0.07, 0.14], [0.14, 0.0], [0.14, 0.14], [0.21, 0.0], [0.21, 0.07], [0.21, 0.14]]",1
"956","[[-0.21, 0.0], [-0.14, 0.0], [-0.07, 0.0], [0.0, 0.0], [0.07, 0.0], [0.14, 0.0], [0.14, 0.14], [0.21, 0.0], [0.21, 0.07], [0.21, 0.14]]",1
"957","[[-0.14, -0.14], [-0.07, -0.14], [-0.07, -0.07], [-0.07, 0.0], [0.0, 0.0], [0.0, 0.07], [0.07, -0.14], [0.07, -0.07], [0.07, 0.0], [0.14, -0.14]]",4
"958","[[-0.07, 0.0], [0.0, -0.14], [0.0, -0.07], [0.0, 0.0], [0.0, 0.07], [0.0, 0.14], [0.07, -0.07], [0.07, 0.07], [0.14, -0.07], [0.14, 0.0]]",1
"959","[[-0.07, 0.07], [0.0, -0.14], [0.0, -0.07], [0.0, 0.0], [0.0, 0.07], [0.0, 0.14], [0.07, -0.07], [0.07, 0.07], [0.14, -0.14], [0.14, -0.07]]",1
"960","[[-0.07, 0.07], [0.0, -0.07], [0.0, 0.0], [0.0, 0.07], [0.07, -0.07], [0.07, 0.0], [0.07, 0.07], [0.14, -0.14], [0.14, -0.07], [0.14, 0.0]]",1
"961","[[-0.07, 0.0], [-0.07, 0.07], [0.0, -0.07], [0.0, 0.0], [0.0, 0.07], [0.07, -0.14], [0.07, -0.07], [0.07, 0.0], [0.14, -0.14], [0.14, -0.07]]",3
"962","[[-0.14, -0.14], [-0.14, -0.07], [-0.07, -0.14], [-0.07, -0.07], [0.0, -0.14], [0.0, -0.07], [0.0, 0.0], [0.07, 0.0], [0.07, 0.07], [0.07, 0.14]]",1
"963","[[-0.07, -0.14], [0.0, -0.14], [0.0, -0.07], [0.0, 0.0], [0.0, 0.07], [0.0, 0.14], [0.07, -0.14], [0.07, 0.0], [0.07, 0.07], [0.07, 0.14]]",1
"964","[[-0.07, -0.07], [0.0, -0.14], [0.0, -0.07], [0.0, 0.0], [0.0, 0.07], [0.0, 0.14], [0.0, 0.21], [0.07, -0.07], [0.07, 0.07], [0.07, 0.14]]",1
"965","[[-0.14, -0.14], [-0.07, -0.14], [0.0, -0.14], [0.0, -0.07], [0.0, 0.0], [0.0, 0.07], [0.07, -0.14], [0.07, 0.0], [0.07, 0.07], [0.14, -0.14]]",1
"966","[[-0.07, 0.14], [0.0, 0.0], [0.0, 0.07], [0.0, 0.14], [0.07, -0.14], [0.07, -0.07], [0.07, 0.0], [0.07, 0.07], [0.14, -0.14], [0.14, -0.07]]",1
"967","[[-0.21, 0.0], [-0.21, 0.07], [-0.21, 0.14], [-0.21, 0.21], [-0.14, 0.0], [-0.07, 0.0], [0.0, 0.0], [0.07, 0.0], [0.14, 0.0], [0.21, 0.0]]",1
"968","[[-0.07, -0.07], [-0.07, 0.0], [-0.07, 0.07], [0.0, -0.07], [0.0, 0.0], [0.0, 0.07], [0.07, -0.07], [0.07, 0.0], [0.14, -0.07], [0.14, 0.0]]",1
"969","[[-0.21, 0.07], [-0.14, 0.07], [-0.07, 0.0], [-0.07, 0.07], [-0.07, 0.14], [0.0, 0.0], [0.07, -0.07], [0.07, 0.0], [0.07, 0.07], [0.14, 0.07]]",1
"970","[[-0.14, -0.07], [-0.07, -0.07], [-0.07, 0.07], [0.0, -0.07], [0.0, 0.0], [0.0, 0.07], [0.0, 0.14], [0.07, -0.07], [0.07, 0.07], [0.14, -0.07]]",1
"971","[[-0.07, 0.14], [0.0, -0.14], [0.0, -0.07], [0.0, 0.0], [0.0, 0.07], [0.0, 0.14], [0.0, 0.21], [0.07, 0.0], [0.07, 0.14], [0.14, 0.0]]",1
"972","[[-0.07, -0.14], [-0.07, -0.07], [-0.07, 0.14], [0.0, -0.07], [0.0, 0.0], [0.0, 0.07], [0.0, 0.14], [0.07, -0.14], [0.07, -0.07], [0.07, 0.14]]",1
"973","[[-0.14, -0.14], [-0.14, -0.07], [-0.07, -0.14], [-0.07, -0.07], [-0.07, 0.0], [0.0, -0.07], [0.0, 0.0], [0.0, 0.07], [0.07, -0.14], [0.07, -0.07]]",1
"974","[[-0.14, -0.07], [-0.14, 0.0], [-0.07, -0.07], [-0.07, 0.0], [0.0, 0.0], [0.0, 0.07], [0.07, -0.07], [0.07, 0.0], [0.14, -0.07], [0.14, 0.0]]",3
"975","[[-0.14, -0.21], [-0.14, -0.14], [-0.14, -0.07], [-0.07, -0.14], [-0.07, -0.07], [-0.07, 0.0], [0.0, 0.0], [0.07, 0.0], [0.07, 0.07], [0.14, 0.07]]",1
"976","[[-0.14, -0.14], [-0.14, 0.0], [-0.07, -0.14], [-0.07, -0.07], [-0.07, 0.0], [-0.07, 0.07], [0.0, 0.0], [0.0, 0.07], [0.07, 0.0], [0.14, 0.0]]",1
"977","[[-0.14, -0.14], [-0.14, -0.07], [-0.14, 0.0], [-0.07, -0.07], [-0.07, 0.0], [-0.07, 0.07], [0.0, 0.0], [0.0, 0.07], [0.07, 0.0], [0.14, 0.0]]",1
"978","[[-0.14, -0.14], [-0.14, -0.07], [-0.14, 0.0], [-0.07, -0.07], [-0.07, 0.0], [-0.07, 0.07], [0.0, 0.0], [0.07, 0.0], [0.14, 0.0], [0.21, 0.0]]",1
"979","[[-0.07, -0.14], [0.0, -0.21], [0.0, -0.14], [0.0, -0.07], [0.0, 0.0], [0.0, 0.07], [0.0, 0.14], [0.0, 0.21], [0.0, 0.28], [0.07, -0.14]]",1
"980","[[-0.14, -0.07], [-0.07, -0.07], [0.0, -0.07], [0.0, 0.0], [0.0, 0.07], [0.07, -0.07], [0.07, 0.0], [0.07, 0.07], [0.14, -0.07], [0.21, -0.07]]",2
"981","[[-0.14, 0.0], [-0.07, -0.07], [-0.07, 0.0], [0.0, 0.0], [0.0, 0.07], [0.07, 0.0], [0.07, 0.07], [0.14, -0.07], [0.14, 0.0], [0.21, 0.0]]",1
"982","[[-0.14, 0.0], [-0.14, 0.07], [-0.07, -0.07], [-0.07, 0.0], [0.0, 0.0], [0.07, 0.0], [0.14, -0.07], [0.14, 0.0], [0.21, 0.0], [0.21, 0.07]]",2
"983","[[-0.14, 0.0], [-0.14, 0.07], [-0.14, 0.14], [-0.07, 0.0], [0.0, 0.0], [0.07, 0.0], [0.14, 0.0], [0.21, 0.0], [0.21, 0.07], [0.21, 0.14]]",2
"984","[[-0.14, -0.07], [-0.14, 0.0], [-0.07, -0.07], [0.0, -0.07], [0.0, 0.0], [0.07, -0.07], [0.07, 0.0], [0.07, 0.07], [0.14, 0.07], [0.14, 0.14]]",1
"985","[[-0.14, -0.07], [-0.14, 0.0], [-0.07, -0.07], [-0.07, 0.0], [0.0, 0.0], [0.0, 0.07], [0.07, 0.0], [0.07, 0.07], [0.07, 0.14], [0.14, 0.14]]",1
"986","[[-0.14, -0.07], [-0.14, 0.0], [-0.07, -0.14], [-0.07, -0.07], [-0.07, 0.0], [0.0, 0.0], [0.0, 0.07], [0.07, 0.07], [0.07, 0.14], [0.14, 0.14]]",1
"987","[[-0.07, 0.0], [-0.07, 0.07], [0.0, -0.07], [0.0, 0.0], [0.0, 0.07], [0.07, -0.07], [0.07, 0.07], [0.07, 0.14], [0.14, -0.07], [0.14, 0.14]]",1
"988","[[-0.14, -0.07], [-0.07, -0.07], [-0.07, 0.0], [-0.07, 0.07], [-0.07, 0.14], [0.0, -0.07], [0.0, 0.0], [0.07, -0.07], [0.07, 0.0], [0.14, -0.07]]",2
"989","[[-0.14, 0.0], [-0.14, 0.07], [-0.07, 0.0], [-0.07, 0.07], [0.0, 0.0], [0.07, 0.0], [0.14, 0.0], [0.14, 0.07], [0.21, 0.0], [0.21, 0.07]]",2
"990","[[-0.07, -0.07], [-0.07, 0.0], [0.0, -0.07], [0.0, 0.0], [0.07, -0.07], [0.07, 0.0], [0.07, 0.07], [0.07, 0.14], [0.14, -0.07], [0.14, 0.07]]",1
"991","[[-0.07, -0.07], [-0.07, 0.0], [-0.07, 0.07], [-0.07, 0.14], [0.0, -0.07], [0.0, 0.0], [0.0, 0.07], [0.0, 0.14], [0.07, 0.07], [0.07, 0.14]]",2
"992","[[-0.07, 0.07], [0.0, 0.0], [0.0, 0.07], [0.07, 0.0], [0.07, 0.07], [0.14, -0.14], [0.14, -0.07], [0.14, 0.0], [0.14, 0.07], [0.14, 0.14]]",1
"993","[[-0.07, -0.14], [-0.07, -0.07], [-0.07, 0.0], [-0.07, 0.07], [-0.07, 0.14], [0.0, -0.14], [0.0, 0.0], [0.0, 0.14], [0.07, 0.0], [0.07, 0.14]]",1
"994","[[-0.07, -0.14], [-0.07, 0.07], [0.0, -0.14], [0.0, -0.07], [0.0, 0.0], [0.0, 0.07], [0.0, 0.14], [0.07, -0.14], [0.07, 0.07], [0.14, -0.14]]",1
"995","[[-0.14, 0.07], [-0.14, 0.14], [-0.07, 0.07], [-0.07, 0.14], [0.0, -0.14], [0.0, -0.07], [0.0, 0.0], [0.0, 0.07], [0.0, 0.14], [0.07, 0.0]]",1
"996","[[-0.07, -0.07], [-0.07, 0.07], [-0.07, 0.14], [0.0, -0.14], [0.0, -0.07], [0.0, 0.0], [0.0, 0.07], [0.07, -0.07], [0.14, -0.07], [0.14, 0.0]]",1
"997","[[-0.07, 0.0], [-0.07, 0.07], [0.0, -0.14], [0.0, -0.07], [0.0, 0.0], [0.0, 0.07], [0.07, -0.07], [0.14, -0.07], [0.14, 0.0], [0.14, 0.07]]",1
"998","[[0.0, -0.21], [0.0, -0.14], [0.0, -0.07], [0.0, 0.0], [0.0, 0.07], [0.0, 0.14], [0.0, 0.21], [0.07, 0.14], [0.07, 0.21], [0.14, 0.21]]",1
"999","[[-0.07, -0.14], [-0.07, -0.07], [-0.07, 0.0], [0.0, -0.21], [0.0, -0.14], [0.0, 0.0], [0.07, -0.14], [0.07, -0.07], [0.07, 0.0], [0.07, 0.07]]",1
"1000","[[-0.14, -0.14], [-0.14, -0.07], [-0.14, 0.0], [-0.14, 0.07], [-0.07, 0.07], [-0.07, 0.14], [0.0, -0.14], [0.0, -0.07], [0.0, 0.0], [0.0, 0.07]]",2
"1001","[[-0.21, 0.0], [-0.14, -0.21], [-0.14, -0.14], [-0.14, -0.07], [-0.14, 0.0], [-0.07, -0.21], [-0.07, 0.0], [0.0, 0.0], [0.07, 0.0], [0.14, 0.0]]",1
"1002","[[-0.07, -0.21], [-0.07, -0.14], [-0.07, -0.07], [-0.07, 0.0], [0.0, -0.14], [0.0, 0.0], [0.0, 0.07], [0.07, -0.14], [0.07, -0.07], [0.07, 0.0]]",2
"1003","[[-0.14, 0.0], [-0.07, -0.07], [-0.07, 0.0], [-0.07, 0.07], [0.0, -0.07], [0.0, 0.0], [0.07, -0.07], [0.14, -0.07], [0.14, 0.0], [0.14, 0.07]]",1
"1004","[[-0.14, -0.07], [-0.14, 0.0], [-0.07, 0.0], [0.0, -0.14], [0.0, -0.07], [0.0, 0.0], [0.0, 0.07], [0.07, -0.07], [0.14, -0.14], [0.14, -0.07]]",1
"1005","[[-0.21, 0.0], [-0.14, 0.0], [-0.14, 0.07], [-0.07, 0.0], [-0.07, 0.07], [0.0, 0.0], [0.0, 0.07], [0.07, 0.0], [0.07, 0.07], [0.14, 0.0]]",1
"1006","[[-0.07, -0.07], [-0.07, 0.0], [-0.07, 0.07], [-0.07, 0.14], [0.0, -0.07], [0.0, 0.0], [0.0, 0.14], [0.0, 0.21], [0.07, 0.07], [0.07, 0.14]]",1
"1007","[[-0.07, -0.07], [-0.07, 0.07], [0.0, -0.14], [0.0, -0.07], [0.0, 0.0], [0.0, 0.07], [0.0, 0.14], [0.07, -0.14], [0.07, 0.0], [0.07, 0.14]]",2
"1008","[[-0.21, 0.0], [-0.14, 0.0], [-0.07, 0.0], [0.0, 0.0], [0.07, -0.07], [0.07, 0.0], [0.07, 0.07], [0.07, 0.14], [0.07, 0.21], [0.14, 0.21]]",1
"1009","[[-0.14, -0.07], [-0.14, 0.0], [-0.14, 0.07], [-0.14, 0.14], [-0.07, -0.07], [0.0, -0.07], [0.0, 0.0], [0.07, -0.07], [0.07, 0.0], [0.14, 0.0]]",1
"1010","[[-0.21, -0.07], [-0.21, 0.0], [-0.21, 0.07], [-0.14, 0.0], [-0.07, -0.07], [-0.07, 0.0], [0.0, 0.0], [0.07, 0.0], [0.14, -0.07], [0.14, 0.0]]",1
"1011","[[-0.07, 0.0], [-0.07, 0.07], [-0.07, 0.14], [-0.07, 0.21], [0.0, 0.0], [0.0, 0.21], [0.07, -0.21], [0.07, -0.14], [0.07, -0.07], [0.07, 0.0]]",1
"1012","[[-0.07, -0.07], [0.0, -0.07], [0.0, 0.0], [0.0, 0.07], [0.07, -0.07], [0.07, 0.0], [0.07, 0.07], [0.14, -0.14], [0.14, -0.07], [0.14, 0.0]]",1
"1013","[[-0.14, -0.14], [-0.07, -0.14], [-0.07, 0.0], [-0.07, 0.07], [-0.07, 0.14], [0.0, -0.21], [0.0, -0.14], [0.0, -0.07], [0.0, 0.0], [0.07, -0.21]]",1
"1014","[[-0.14, -0.07], [-0.14, 0.0], [-0.07, 0.0], [0.0, 0.0], [0.07, -0.07], [0.07, 0.0], [0.14, -0.14], [0.14, -0.07], [0.14, 0.0], [0.14, 0.07]]",1
"1015","[[-0.14, 0.0], [-0.14, 0.07], [-0.07, 0.0], [-0.07, 0.07], [0.0, 0.0], [0.07, -0.14], [0.07, -0.07], [0.07, 0.0], [0.14, -0.14], [0.14, -0.07]]",1
"1016","[[-0.14, -0.07], [-0.14, 0.0], [-0.14, 0.07], [-0.14, 0.14], [-0.07, -0.07], [0.0, -0.14], [0.0, -0.07], [0.0, 0.0], [0.07, 0.0], [0.07, 0.07]]",1
"1017","[[-0.07, 0.14], [0.0, -0.14], [0.0, 0.0], [0.0, 0.07], [0.0, 0.14], [0.07, -0.14], [0.07, -0.07], [0.07, 0.0], [0.07, 0.07], [0.07, 0.14]]",1
"1018","[[-0.07, -0.21], [-0.07, -0.14], [-0.07, 0.0], [0.0, -0.21], [0.0, -0.14], [0.0, -0.07], [0.0, 0.0], [0.0, 0.07], [0.0, 0.14], [0.07, 0.14]]",1
"1019","[[-0.07, -0.14], [-0.07, 0.0], [0.0, -0.21], [0.0, -0.14], [0.0, -0.07], [0.0, 0.0], [0.0, 0.07], [0.07, -0.21], [0.07, 0.07], [0.07, 0.14]]",1
"1020","[[-0.07, -0.21], [0.0, -0.21], [0.0, -0.14], [0.0, -0.07], [0.0, 0.0], [0.0, 0.07], [0.07, 0.07], [0.14, 0.07], [0.21, 0.07], [0.21, 0.14]]",1
"1021","[[-0.07, -0.14], [0.0, -0.21], [0.0, -0.14], [0.0, -0.07], [0.0, 0.0], [0.0, 0.07], [0.0, 0.14], [0.07, 0.14], [0.14, 0.14], [0.14, 0.21]]",1
"1022","[[-0.07, -0.21], [-0.07, 0.07], [-0.07, 0.14], [0.0, -0.21], [0.0, -0.14], [0.0, -0.07], [0.0, 0.0], [0.0, 0.07], [0.07, 0.0], [0.07, 0.07]]",1
"1023","[[-0.07, -0.14], [0.0, -0.14], [0.0, -0.07], [0.0, 0.0], [0.0, 0.07], [0.0, 0.14], [0.0, 0.21], [0.07, 0.07], [0.07, 0.14], [0.07, 0.21]]",1
"1024","[[-0.14, 0.07], [-0.07, -0.14], [-0.07, -0.07], [-0.07, 0.0], [-0.07, 0.07], [0.0, -0.14], [0.0, 0.0], [0.0, 0.07], [0.0, 0.14], [0.07, 0.0]]",1
"1025","[[-0.07, -0.14], [-0.07, 0.07], [0.0, -0.14], [0.0, -0.07], [0.0, 0.0], [0.0, 0.07], [0.07, -0.07], [0.07, 0.0], [0.07, 0.07], [0.07, 0.14]]",1
"1026","[[-0.14, 0.0], [-0.14, 0.07], [-0.14, 0.14], [-0.07, 0.14], [0.0, -0.07], [0.0, 0.0], [0.0, 0.07], [0.0, 0.14], [0.07, -0.14], [0.07, -0.07]]",1
"1027","[[-0.14, 0.14], [-0.07, 0.07], [-0.07, 0.14], [0.0, 0.0], [0.0, 0.07], [0.07, -0.14], [0.07, -0.07], [0.07, 0.0], [0.14, -0.14], [0.14, 0.0]]",1
"1028","[[-0.07, 0.0], [-0.07, 0.07], [-0.07, 0.14], [0.0, -0.21], [0.0, -0.14], [0.0, -0.07], [0.0, 0.0], [0.0, 0.14], [0.07, 0.0], [0.14, 0.0]]",1
"1029","[[-0.07, -0.21], [-0.07, -0.14], [-0.07, -0.07], [-0.07, 0.0], [0.0, -0.14], [0.0, 0.0], [0.07, -0.14], [0.07, -0.07], [0.07, 0.0], [0.07, 0.07]]",1
"1030","[[-0.14, 0.14], [-0.07, 0.0], [-0.07, 0.07], [-0.07, 0.14], [0.0, 0.0], [0.0, 0.14], [0.07, 0.0], [0.07, 0.07], [0.07, 0.14], [0.14, 0.0]]",1
"1031","[[-0.14, 0.0], [-0.07, 0.0], [0.0, -0.07], [0.0, 0.0], [0.0, 0.07], [0.07, 0.0], [0.07, 0.07], [0.14, -0.07], [0.14, 0.0], [0.14, 0.07]]",2
"1032","[[-0.14, -0.07], [-0.14, 0.0], [-0.07, -0.14], [-0.07, -0.07], [-0.07, 0.0], [0.0, 0.0], [0.07, -0.14], [0.07, -0.07], [0.07, 0.0], [0.14, 0.0]]",1
"1033","[[-0.14, -0.14], [-0.14, 0.0], [-0.07, -0.14], [-0.07, -0.07], [-0.07, 0.0], [0.0, 0.0], [0.07, -0.14], [0.07, -0.07], [0.07, 0.0], [0.14, -0.14]]",1
"1034","[[-0.28, 0.0], [-0.21, 0.0], [-0.14, 0.0], [-0.07, -0.07], [-0.07, 0.0], [0.0, 0.0], [0.07, 0.0], [0.14, 0.0], [0.21, 0.0], [0.28, 0.0]]",1
"1035","[[-0.14, 0.07], [-0.14, 0.14], [-0.07, 0.0], [-0.07, 0.07], [0.0, 0.0], [0.0, 0.07], [0.07, -0.07], [0.07, 0.0], [0.14, -0.07], [0.14, 0.0]]",1
"1036","[[-0.14, 0.0], [-0.14, 0.14], [-0.07, -0.14], [-0.07, -0.07], [-0.07, 0.0], [-0.07, 0.07], [-0.07, 0.14], [0.0, 0.0], [0.0, 0.07], [0.07, 0.0]]",1
"1037","[[-0.21, 0.0], [-0.14, -0.07], [-0.14, 0.0], [-0.07, 0.0], [0.0, 0.0], [0.07, -0.14], [0.07, 0.0], [0.14, -0.14], [0.14, -0.07], [0.14, 0.0]]",1
"1038","[[-0.14, 0.07], [-0.07, 0.0], [-0.07, 0.07], [0.0, -0.07], [0.0, 0.0], [0.0, 0.07], [0.07, 0.0], [0.07, 0.07], [0.14, 0.0], [0.14, 0.07]]",1
"1039","[[-0.07, -0.07], [-0.07, 0.0], [0.0, -0.07], [0.0, 0.0], [0.07, -0.14], [0.07, -0.07], [0.07, 0.0], [0.07, 0.07], [0.07, 0.14], [0.07, 0.21]]",1
"1040","[[-0.14, 0.0], [-0.07, -0.07], [-0.07, 0.0], [-0.07, 0.07], [0.0, -0.07], [0.0, 0.0], [0.0, 0.07], [0.0, 0.14], [0.07, 0.07], [0.07, 0.14]]",1
"1041","[[-0.14, 0.14], [-0.07, -0.14], [-0.07, -0.07], [-0.07, 0.0], [-0.07, 0.07], [-0.07, 0.14], [0.0, -0.07], [0.0, 0.0], [0.0, 0.07], [0.07, 0.07]]",1
"1042","[[-0.14, 0.0], [-0.07, 0.0], [-0.07, 0.07], [-0.07, 0.14], [0.0, -0.07], [0.0, 0.0], [0.0, 0.07], [0.0, 0.14], [0.07, -0.07], [0.07, 0.0]]",1
"1043","[[-0.14, -0.07], [-0.14, 0.0], [-0.07, 0.0], [-0.07, 0.07], [0.0, -0.07], [0.0, 0.0], [0.0, 0.07], [0.0, 0.14], [0.07, 0.14], [0.14, 0.14]]",1
"1044","[[-0.14, -0.07], [-0.14, 0.0], [-0.07, -0.07], [-0.07, 0.0], [0.0, -0.07], [0.0, 0.0], [0.07, -0.07], [0.07, 0.0], [0.14, 0.0], [0.14, 0.07]]",1
"1045","[[-0.21, 0.0], [-0.21, 0.07], [-0.14, 0.0], [-0.14, 0.07], [-0.07, 0.0], [-0.07, 0.07], [0.0, 0.0], [0.0, 0.07], [0.07, 0.07], [0.14, 0.07]]",1
"1046","[[-0.14, 0.07], [-0.07, 0.07], [-0.07, 0.14], [0.0, 0.0], [0.0, 0.07], [0.07, -0.14], [0.07, 0.0], [0.14, -0.14], [0.14, -0.07], [0.14, 0.0]]",1
"1047","[[-0.07, 0.0], [0.0, -0.07], [0.0, 0.0], [0.0, 0.07], [0.0, 0.14], [0.0, 0.21], [0.07, -0.21], [0.07, -0.14], [0.07, -0.07], [0.07, 0.0]]",1
"1048","[[-0.07, -0.21], [-0.07, -0.14], [-0.07, -0.07], [-0.07, 0.0], [-0.07, 0.07], [0.0, -0.21], [0.0, 0.0], [0.07, -0.21], [0.14, -0.28], [0.14, -0.21]]",1
"1049","[[-0.07, 0.0], [-0.07, 0.14], [0.0, -0.14], [0.0, -0.07], [0.0, 0.0], [0.0, 0.07], [0.0, 0.14], [0.07, -0.14], [0.07, 0.0], [0.07, 0.14]]",1
"1050","[[-0.07, 0.0], [0.0, 0.0], [0.0, 0.07], [0.07, 0.0], [0.07, 0.14], [0.14, -0.14], [0.14, -0.07], [0.14, 0.0], [0.14, 0.07], [0.14, 0.14]]",1
"1051","[[-0.14, -0.14], [-0.14, -0.07], [-0.14, 0.0], [-0.07, -0.07], [-0.07, 0.14], [0.0, -0.07], [0.0, 0.0], [0.0, 0.07], [0.0, 0.14], [0.07, 0.14]]",1
"1052","[[-0.14, -0.14], [-0.14, -0.07], [-0.14, 0.0], [-0.07, -0.14], [0.0, -0.14], [0.0, -0.07], [0.0, 0.0], [0.0, 0.07], [0.07, 0.0], [0.07, 0.07]]",1
"1053","[[-0.28, 0.0], [-0.21, 0.0], [-0.14, 0.0], [-0.14, 0.07], [-0.07, 0.07], [0.0, 0.0], [0.0, 0.07], [0.07, 0.0], [0.14, 0.0], [0.21, 0.0]]",1
"1054","[[-0.28, 0.0], [-0.21, 0.0], [-0.21, 0.07], [-0.14, 0.0], [-0.07, 0.0], [0.0, 0.0], [0.07, 0.0], [0.14, 0.0], [0.21, 0.0], [0.28, 0.0]]",2
"1055","[[-0.21, 0.0], [-0.14, -0.07], [-0.14, 0.0], [-0.07, 0.0], [0.0, 0.0], [0.0, 0.07], [0.07, 0.0], [0.07, 0.07], [0.14, 0.0], [0.21, 0.0]]",1
"1056","[[-0.07, -0.07], [-0.07, 0.0], [0.0, -0.14], [0.0, -0.07], [0.0, 0.0], [0.0, 0.07], [0.07, -0.14], [0.07, 0.0], [0.07, 0.07], [0.14, 0.07]]",1
"1057","[[-0.07, 0.14], [0.0, -0.28], [0.0, -0.21], [0.0, -0.14], [0.0, -0.07], [0.0, 0.0], [0.0, 0.07], [0.0, 0.14], [0.0, 0.21], [0.07, -0.07]]",1
"1058","[[-0.14, -0.14], [-0.14, -0.07], [-0.14, 0.0], [-0.14, 0.07], [-0.14, 0.14], [-0.07, -0.07], [0.0, -0.14], [0.0, -0.07], [0.0, 0.0], [0.07, -0.14]]",1
"1059","[[-0.14, 0.0], [-0.14, 0.07], [-0.07, 0.0], [-0.07, 0.07], [0.0, -0.14], [0.0, -0.07], [0.0, 0.0], [0.0, 0.07], [0.07, 0.0], [0.07, 0.07]]",1
"1060","[[-0.07, -0.21], [-0.07, -0.14], [-0.07, -0.07], [-0.07, 0.0], [0.0, 0.0], [0.0, 0.07], [0.0, 0.14], [0.07, -0.14], [0.07, -0.07], [0.07, 0.0]]",1
"1061","[[-0.07, -0.28], [-0.07, -0.21], [-0.07, -0.14], [-0.07, -0.07], [-0.07, 0.0], [0.0, 0.0], [0.0, 0.07], [0.0, 0.14], [0.0, 0.21], [0.07, 0.0]]",1
"1062","[[-0.07, -0.14], [-0.07, 0.14], [0.0, -0.14], [0.0, -0.07], [0.0, 0.0], [0.0, 0.07], [0.0, 0.14], [0.07, 0.0], [0.07, 0.07], [0.07, 0.14]]",1
"1063","[[-0.21, 0.0], [-0.14, 0.0], [-0.07, 0.0], [0.0, 0.0], [0.07, -0.14], [0.07, -0.07], [0.07, 0.0], [0.07, 0.07], [0.14, 0.0], [0.21, 0.0]]",1
"1064","[[-0.14, -0.07], [-0.14, 0.0], [-0.14, 0.07], [-0.07, 0.07], [0.0, -0.07], [0.0, 0.0], [0.0, 0.07], [0.07, -0.07], [0.07, 0.07], [0.14, -0.07]]",1
"1065","[[-0.07, -0.14], [-0.07, -0.07], [0.0, -0.14], [0.0, -0.07], [0.0, 0.0], [0.0, 0.07], [0.0, 0.14], [0.07, -0.07], [0.14, -0.07], [0.21, -0.07]]",1
"1066","[[-0.07, -0.14], [-0.07, -0.07], [-0.07, 0.0], [-0.07, 0.07], [0.0, 0.0], [0.07, 0.0], [0.14, -0.14], [0.14, -0.07], [0.14, 0.0], [0.14, 0.07]]",2
"1067","[[-0.07, 0.07], [0.0, -0.07], [0.0, 0.0], [0.0, 0.07], [0.0, 0.14], [0.07, -0.14], [0.07, -0.07], [0.07, 0.0], [0.07, 0.07], [0.14, -0.07]]",1
"1068","[[-0.07, 0.0], [-0.07, 0.07], [-0.07, 0.14], [-0.07, 0.21], [0.0, 0.0], [0.07, -0.21], [0.07, -0.14], [0.07, -0.07], [0.07, 0.0], [0.07, 0.07]]",1
"1069","[[0.0, -0.07], [0.0, 0.0], [0.0, 0.07], [0.0, 0.14], [0.07, -0.14], [0.07, -0.07], [0.07, 0.14], [0.14, 0.14], [0.21, 0.14], [0.21, 0.21]]",1
"1070","[[-0.14, -0.14], [-0.14, -0.07], [-0.14, 0.0], [-0.07, -0.07], [-0.07, 0.0], [0.0, 0.0], [0.07, 0.0], [0.14, -0.07], [0.14, 0.0], [0.21, -0.07]]",1
"1071","[[-0.14, 0.07], [-0.07, -0.07], [-0.07, 0.07], [0.0, -0.07], [0.0, 0.0], [0.0, 0.07], [0.0, 0.14], [0.07, 0.0], [0.07, 0.14], [0.14, 0.0]]",1
"1072","[[-0.14, 0.0], [-0.14, 0.07], [-0.07, 0.07], [-0.07, 0.14], [0.0, 0.0], [0.0, 0.07], [0.07, -0.07], [0.07, 0.0], [0.14, 0.0], [0.14, 0.07]]",1
